plate	well	depth	expt	round	sample	phage_library	notes	ID	r	io	kind	selection	replicate	name_full	name	method	genotype_CS	background_CS	strain_CS	genotype_S	background_S	strain_S	bio_Notes	category	antigen	genotype_pair	gene_CS	gene_S	notebook	description
4	A3	1	024e_pooled	R5i	7_A3	Alpaca	NA	04-A3	5	i	+	7_A3	1	024e_pooled.7_A3.1.R5i	024e_pooled.7_A3.1	cell_pooled_liquid	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
4	A4	1	024e_pooled	R5i	7_A4	Alpaca	NA	04-A4	5	i	+	7_A4	1	024e_pooled.7_A4.1.R5i	024e_pooled.7_A4.1	cell_pooled_liquid	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
4	A5	1	024e_pooled	R5i	7_A5	Alpaca	NA	04-A5	5	i	+	7_A5	1	024e_pooled.7_A5.1.R5i	024e_pooled.7_A5.1	cell_pooled_liquid	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
4	A6	1	024e_pooled	R5i	7_A6	Alpaca	NA	04-A6	5	i	+	7_A6	1	024e_pooled.7_A6.1.R5i	024e_pooled.7_A6.1	cell_pooled_liquid	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
4	A7	1	024e_pooled	R5i	7_A7	Alpaca	NA	04-A7	5	i	+	7_A7	1	024e_pooled.7_A7.1.R5i	024e_pooled.7_A7.1	cell_pooled_liquid	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
4	A8	1	024e_pooled	R5i	7_A8	Alpaca	NA	04-A8	5	i	+	7_A8	1	024e_pooled.7_A8.1.R5i	024e_pooled.7_A8.1	cell_pooled_liquid	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
4	A9	1	024e_pooled	R5i	7_A9	Alpaca	NA	04-A9	5	i	+	7_A9	1	024e_pooled.7_A9.1.R5i	024e_pooled.7_A9.1	cell_pooled_liquid	WT	PA14	430	tn::PA14_52260	PA14	NR_47013	NA	regulator	pleotropic	WT/gacS	WT	gacS	NA	PA14 WT / PA14 tn::PA14_52260
4	A10	1	024e_pooled	R5i	7_A10	Alpaca	NA	04-A10	5	i	+	7_A10	1	024e_pooled.7_A10.1.R5i	024e_pooled.7_A10.1	cell_pooled_liquid	WT	PA14	430	tn::PA14_52260	PA14	NR_47013	NA	regulator	pleotropic	WT/gacS	WT	gacS	NA	PA14 WT / PA14 tn::PA14_52260
4	A11	1	024e_pooled	R5i	7_A11	Alpaca	NA	04-A11	5	i	+	7_A11	1	024e_pooled.7_A11.1.R5i	024e_pooled.7_A11.1	cell_pooled_liquid	WT	PA103	209	fleQ(V240G)	PA103	979	NA	motility	flagellum	WT/fleQ_PA103(V240G)	WT	fleQ_PA103(V240G)	NA	PA103 WT / PA103 fleQ(V240G)
4	A12	1	024e_pooled	R5i	7_A12	Alpaca	NA	04-A12	5	i	+	7_A12	1	024e_pooled.7_A12.1.R5i	024e_pooled.7_A12.1	cell_pooled_liquid	tn::fleQ	PA14	NR_24554	WT	PA14	430	NA	motility	flagellum	fleQ/WT	fleQ	WT	NA	PA14 tn::fleQ / PA14 WT
4	B2	1	024e_pooled	R5i	7_B2	Alpaca	NA	04-B2	5	i	+	7_B2	1	024e_pooled.7_B2.1.R5i	024e_pooled.7_B2.1	cell_pooled_liquid	WT	PA14	430	tn::fleN	PA14	NR_25096	NA	motility	flagellum	WT/fleN	WT	fleN	NA	PA14 WT / PA14 tn::fleN
4	B3	1	024e_pooled	R5i	7_B3	Alpaca	NA	04-B3	5	i	+	7_B3	1	024e_pooled.7_B3.1.R5i	024e_pooled.7_B3.1	cell_pooled_liquid	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	NA	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
4	B4	1	024e_pooled	R5i	7_B4	Alpaca	NA	04-B4	5	i	+	7_B4	1	024e_pooled.7_B4.1.R5i	024e_pooled.7_B4.1	cell_pooled_liquid	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	possibly contaminated	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
4	B5	1	024e_pooled	R5i	7_B5	Alpaca	NA	04-B5	5	i	+	7_B5	1	024e_pooled.7_B5.1.R5i	024e_pooled.7_B5.1	cell_pooled_liquid	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	NA	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
4	B6	1	024e_pooled	R5i	7_B6	Alpaca	NA	04-B6	5	i	+	7_B6	1	024e_pooled.7_B6.1.R5i	024e_pooled.7_B6.1	cell_pooled_liquid	NA	SA113	NA	∆fleN	PAK	1299	NA	motility	flagellum	SA113/fleN	SA113	fleN	NA	SA113 NA / PAK ∆fleN
4	B7	1	024e_pooled	R5i	7_B7	Alpaca	NA	04-B7	5	i	+	7_B7	1	024e_pooled.7_B7.1.R5i	024e_pooled.7_B7.1	cell_pooled_liquid	NA	SA113	NA	WT	PAK	517	NA	motility	flagellum	SA113/WT	SA113	WT	NA	SA113 NA / PAK WT
4	B8	1	024e_pooled	R5i	7_B8	Alpaca	NA	04-B8	5	i	+	7_B8	1	024e_pooled.7_B8.1.R5i	024e_pooled.7_B8.1	cell_pooled_liquid	NA	SA113	NA	WT	PA14	430	NA	motility	flagellum	SA113/WT	SA113	WT	NA	SA113 NA / PA14 WT
4	B9	1	024e_pooled	R5i	7_B9	Alpaca	NA	04-B9	5	i	+	7_B9	1	024e_pooled.7_B9.1.R5i	024e_pooled.7_B9.1	cell_pooled_liquid	∆pilQ	PAO1	1052	WT	PAO1	220	NA	motility	flagellum	pilQ/WT	pilQ	WT	NA	PAO1 ∆pilQ / PAO1 WT
4	B10	1	024e_pooled	R5i	7_B10	Alpaca	NA	04-B10	5	i	+	7_B10	1	024e_pooled.7_B10.1.R5i	024e_pooled.7_B10.1	cell_pooled_liquid	∆pilQ	PA103	1053	WT	PA103	209	NA	motility	T4P/flagellum	pilQ/PA103_fleQ	pilQ	PA103_fleQ	NA	PA103 ∆pilQ / PA103 WT
4	B11	1	024e_pooled	R5i	7_B11	Alpaca	NA	04-B11	5	i	+	7_B11	1	024e_pooled.7_B11.1.R5i	024e_pooled.7_B11.1	cell_pooled_liquid	tn::pilQ	PA14	NR_41699	tn::fleQ	PA14	NR_24554	NA	motility	T4P/flagellum	pilQ/fleQ	pilQ	fleQ	NA	PA14 tn::pilQ / PA14 tn::fleQ
4	B12	1	024e_pooled	R5i	7_B12	Alpaca	NA	04-B12	5	i	+	7_B12	1	024e_pooled.7_B12.1.R5i	024e_pooled.7_B12.1	cell_pooled_liquid	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH/WT	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	WT	NA	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
4	C1	1	024e_pooled	R5i	7_C1	Alpaca	NA	04-C1	5	i	+	7_C1	1	024e_pooled.7_C1.1.R5i	024e_pooled.7_C1.1	cell_pooled_liquid	tn::oprM	PA14	NR_38915	tn::PA14_16280	PA14	NR_31143	NA	efflux	MexAB-OprM	oprM/nalC	oprM	nalC	NA	PA14 tn::oprM / PA14 tn::PA14_16280
4	C2	1	024e_pooled	R5i	7_C2	Alpaca	NA	04-C2	5	i	+	7_C2	1	024e_pooled.7_C2.1.R5i	024e_pooled.7_C2.1	cell_pooled_liquid	tn::oprM	PA14	NR_38915	tn::PA14_16790	PA14	NR_48660	NA	efflux	MexAB-OprM	oprM/nalC	oprM	nalC	NA	PA14 tn::oprM / PA14 tn::PA14_16790
4	C3	1	024e_pooled	R5i	7_C3	Alpaca	NA	04-C3	5	i	+	7_C3	1	024e_pooled.7_C3.1.R5i	024e_pooled.7_C3.1	cell_pooled_liquid	tn::oprM	PA14	NR_38915	tn::PA14_18080	PA14	NR_27882	NA	efflux	MexAB-OprM	oprM/nalD	oprM	nalD	NA	PA14 tn::oprM / PA14 tn::PA14_18080
4	C4	1	024e_pooled	R5i	7_C4	Alpaca	NA	04-C4	5	i	+	7_C4	1	024e_pooled.7_C4.1.R5i	024e_pooled.7_C4.1	cell_pooled_liquid	tn::oprM	PA14	NR_38915	tn::PA14_38380	PA14	NR_41094	NA	efflux	MexXY-OprM	oprM/mexZ	oprM	mexZ	NA	PA14 tn::oprM / PA14 tn::PA14_38380
4	C5	1	024e_pooled	R5i	7_C5	Alpaca	NA	04-C5	5	i	+	7_C5	1	024e_pooled.7_C5.1.R5i	024e_pooled.7_C5.1	cell_pooled_liquid	tn::oprD	PA14	NR_35173	WT	PA14	430	NA	efflux	OprD	oprD/WT	oprD	WT	NA	PA14 tn::oprD / PA14 WT
4	C6	1	024e_pooled	R5i	7_C6	Alpaca	NA	04-C6	5	i	+	7_C6	1	024e_pooled.7_C6.1.R5i	024e_pooled.7_C6.1	cell_pooled_liquid	tn::oprL	PA14	NR_24047	WT	PA14	430	NA	efflux	OprL	oprL/WT	oprL	WT	NA	PA14 tn::oprL / PA14 WT
4	C7	1	024e_pooled	R5i	7_C7	Alpaca	NA	04-C7	5	i	+	7_C7	1	024e_pooled.7_C7.1.R5i	024e_pooled.7_C7.1	cell_pooled_liquid	tn::oprF	PA14	NR_23102	WT	PA14	430	NA	efflux	OprF	oprF/WT	oprF	WT	NA	PA14 tn::oprF / PA14 WT
4	C8	1	024e_pooled	R5i	7_C8	Alpaca	NA	04-C8	5	i	+	7_C8	1	024e_pooled.7_C8.1.R5i	024e_pooled.7_C8.1	cell_pooled_liquid	tn::oprG	PA14	NR_41551	WT	PA14	430	NA	efflux	OprG	oprG/WT	oprG	WT	NA	PA14 tn::oprG / PA14 WT
4	C9	1	024e_pooled	R5i	7_C9	Alpaca	NA	04-C9	5	i	+	7_C9	1	024e_pooled.7_C9.1.R5i	024e_pooled.7_C9.1	cell_pooled_liquid	tn::PA14_14910	PA14	NR_40644	WT	PA14	430	NA	efflux	porin	bamB/WT	bamB	WT	NA	PA14 tn::PA14_14910 / PA14 WT
4	C10	1	024e_pooled	R5i	7_C10	Alpaca	NA	04-C10	5	i	+	7_C10	1	024e_pooled.7_C10.1.R5i	024e_pooled.7_C10.1	cell_pooled_liquid	tn::PA14_51260	PA14	NR_38046	WT	PA14	430	NA	efflux	porin	bamC/WT	bamC	WT	NA	PA14 tn::PA14_51260 / PA14 WT
4	C11	1	024e_pooled	R5i	7_C11	Alpaca	NA	04-C11	5	i	+	7_C11	1	024e_pooled.7_C11.1.R5i	024e_pooled.7_C11.1	cell_pooled_liquid	tn::mexA	PA14	NR_26977	WT	PA14	430	NA	efflux	MexA	mexA/WT	mexA	WT	NA	PA14 tn::mexA / PA14 WT
4	C12	1	024e_pooled	R5i	7_C12	Alpaca	NA	04-C12	5	i	+	7_C12	1	024e_pooled.7_C12.1.R5i	024e_pooled.7_C12.1	cell_pooled_liquid	tn::mexB	PA14	NR_34341	WT	PA14	430	NA	efflux	MexB	mexB/WT	mexB	WT	NA	PA14 tn::mexB / PA14 WT
4	D1	1	024e_pooled	R5i	7_D1	Alpaca	NA	04-D1	5	i	+	7_D1	1	024e_pooled.7_D1.1.R5i	024e_pooled.7_D1.1	cell_pooled_liquid	tn::mexT	PA14	NR_46755	WT	PA14	430	NA	efflux	MexT	mexT/WT	mexT	WT	NA	PA14 tn::mexT / PA14 WT
4	D2	1	024e_pooled	R5i	7_D2	Alpaca	NA	04-D2	5	i	+	7_D2	1	024e_pooled.7_D2.1.R5i	024e_pooled.7_D2.1	cell_pooled_liquid	tn::mexI	PA14	NR_43615	WT	PA14	430	NA	efflux	MexI	mexI/WT	mexI	WT	NA	PA14 tn::mexI / PA14 WT
4	D3	1	024e_pooled	R5i	7_D3	Alpaca	NA	04-D3	5	i	+	7_D3	1	024e_pooled.7_D3.1.R5i	024e_pooled.7_D3.1	cell_pooled_liquid	tn::mexD	PA14	NR_48179	WT	PA14	430	NA	efflux	MexC	mexC/WT	mexC	WT	NA	PA14 tn::mexD / PA14 WT
4	D4	1	024e_pooled	R5i	7_D4	Alpaca	NA	04-D4	5	i	+	7_D4	1	024e_pooled.7_D4.1.R5i	024e_pooled.7_D4.1	cell_pooled_liquid	tn::mexC	PA14	NR_36142	WT	PA14	430	NA	efflux	MexD	mexD/WT	mexD	WT	NA	PA14 tn::mexC / PA14 WT
4	D5	1	024e_pooled	R5i	7_D5	Alpaca	NA	04-D5	5	i	+	7_D5	1	024e_pooled.7_D5.1.R5i	024e_pooled.7_D5.1	cell_pooled_liquid	tn::mexE	PA14	NR_54850	WT	PA14	430	NA	efflux	MexE	mexE/WT	mexE	WT	NA	PA14 tn::mexE / PA14 WT
4	D6	1	024e_pooled	R5i	7_D6	Alpaca	NA	04-D6	5	i	+	7_D6	1	024e_pooled.7_D6.1.R5i	024e_pooled.7_D6.1	cell_pooled_liquid	tn::mexF	PA14	NR_35559	WT	PA14	430	NA	efflux	MexF	mexF/WT	mexF	WT	NA	PA14 tn::mexF / PA14 WT
4	D7	1	024e_pooled	R5i	7_D7	Alpaca	NA	04-D7	5	i	+	7_D7	1	024e_pooled.7_D7.1.R5i	024e_pooled.7_D7.1	cell_pooled_liquid	tn::mexH	PA14	NR_40815	WT	PA14	430	NA	efflux	MexH	mexH/WT	mexH	WT	NA	PA14 tn::mexH / PA14 WT
4	D8	1	024e_pooled	R5i	7_D8	Alpaca	NA	04-D8	5	i	+	7_D8	1	024e_pooled.7_D8.1.R5i	024e_pooled.7_D8.1	cell_pooled_liquid	tn::PA14_18780	PA14	NR_47801	WT	PA14	430	NA	efflux	???	mex??/WT	mex??	WT	NA	PA14 tn::PA14_18780 / PA14 WT
4	D9	1	024e_pooled	R5i	7_D9	Alpaca	NA	04-D9	5	i	+	7_D9	1	024e_pooled.7_D9.1.R5i	024e_pooled.7_D9.1	cell_pooled_liquid	tn::galU	PA14	NR_52640	WT	PA14	430	NA	LPS	core oligosaccharide	galU/WT	galU	WT	NA	PA14 tn::galU / PA14 WT
4	D10	1	024e_pooled	R5i	7_D10	Alpaca	NA	04-D10	5	i	+	7_D10	1	024e_pooled.7_D10.1.R5i	024e_pooled.7_D10.1	cell_pooled_liquid	tn::PA14_66100	PA14	NR_31296	WT	PA14	430	NA	LPS	un-capped LPS	waaL/WT	waaL	WT	NA	PA14 tn::PA14_66100 / PA14 WT
4	D11	1	024e_pooled	R5i	7_D11	Alpaca	NA	04-D11	5	i	+	7_D11	1	024e_pooled.7_D11.1.R5i	024e_pooled.7_D11.1	cell_pooled_liquid	wzy::aacC1	PA103	433	WT	PA103	209	NA	LPS	O-specific antigen	wzy/WT	wzy	WT	NA	PA103 wzy::aacC1 / PA103 WT
4	D12	1	024e_pooled	R5i	7_D12	Alpaca	NA	04-D12	5	i	+	7_D12	1	024e_pooled.7_D12.1.R5i	024e_pooled.7_D12.1	cell_pooled_liquid	tn::wzz	PA14	NR_33590	WT	PA14	430	NA	LPS	O-specific antigen	wzz/WT	wzz	WT	NA	PA14 tn::wzz / PA14 WT
4	E1	1	024e_pooled	R5i	7_E1	Alpaca	NA	04-E1	5	i	+	7_E1	1	024e_pooled.7_E1.1.R5i	024e_pooled.7_E1.1	cell_pooled_liquid	tn::wbpL	PA14	NR_35855	WT	PA14	430	NA	LPS	O-specific antigen	wbpL/WT	wbpL	WT	NA	PA14 tn::wbpL / PA14 WT
4	E2	1	024e_pooled	R5i	7_E2	Alpaca	NA	04-E2	5	i	+	7_E2	1	024e_pooled.7_E2.1.R5i	024e_pooled.7_E2.1	cell_pooled_liquid	tn::wbpM	PA14	NR_28941	WT	PA14	430	NA	LPS	??	wbpM/WT	wbpM	WT	NA	PA14 tn::wbpM / PA14 WT
4	E3	1	024e_pooled	R5i	7_E3	Alpaca	NA	04-E3	5	i	+	7_E3	1	024e_pooled.7_E3.1.R5i	024e_pooled.7_E3.1	cell_pooled_liquid	WT	PA14	430	tn::phoQ	PA14	NR_33095	NA	LPS/regulator	pleotropic	WT/phoQ	WT	phoQ	NA	PA14 WT / PA14 tn::phoQ
4	E4	1	024e_pooled	R5i	7_E4	Alpaca	NA	04-E4	5	i	+	7_E4	1	024e_pooled.7_E4.1.R5i	024e_pooled.7_E4.1	cell_pooled_liquid	WT	PA14	430	tn::phoP	PA14	NR_40573	NA	regulator	pleotropic	WT/phoP	WT	phoP	NA	PA14 WT / PA14 tn::phoP
4	E5	1	024e_pooled	R5i	7_E5	Alpaca	NA	04-E5	5	i	+	7_E5	1	024e_pooled.7_E5.1.R5i	024e_pooled.7_E5.1	cell_pooled_liquid	tn::rpoS	PA14	NR_32095	WT	PA14	430	NA	regulator	pleotropic	rpoS/WT	rpoS	WT	NA	PA14 tn::rpoS / PA14 WT
4	E6	1	024e_pooled	R5i	7_E6	Alpaca	NA	04-E6	5	i	+	7_E6	1	024e_pooled.7_E6.1.R5i	024e_pooled.7_E6.1	cell_pooled_liquid	WT	PA14	430	tn::rpoS	PA14	NR_32095	NA	regulator	pleotropic	WT/rpoS	WT	rpoS	NA	PA14 WT / PA14 tn::rpoS
4	E7	1	024e_pooled	R5i	7_E7	Alpaca	NA	04-E7	5	i	+	7_E7	1	024e_pooled.7_E7.1.R5i	024e_pooled.7_E7.1	cell_pooled_liquid	WT	PA14	430	tn::PA14_0070	PA14	NR_27274	NA	alginate	alginate	WT/PA14_0070	WT	PA14_0070	NA	PA14 WT / PA14 tn::PA14_0070
4	E8	1	024e_pooled	R5i	7_E8	Alpaca	NA	04-E8	5	i	+	7_E8	1	024e_pooled.7_E8.1.R5i	024e_pooled.7_E8.1	cell_pooled_liquid	tn::algU	PA14	NR_40799	WT	PA14	430	NA	alginate	alginate	algU/WT	algU	WT	NA	PA14 tn::algU / PA14 WT
4	E9	1	024e_pooled	R5i	7_E9	Alpaca	NA	04-E9	5	i	+	7_E9	1	024e_pooled.7_E9.1.R5i	024e_pooled.7_E9.1	cell_pooled_liquid	∆lasR	PA14	1264	WT	PA14	430	NA	QS	pleotropic	lasR/WT	lasR	WT	NA	PA14 ∆lasR / PA14 WT
4	E10	1	024e_pooled	R5i	7_E10	Alpaca	NA	04-E10	5	i	+	7_E10	1	024e_pooled.7_E10.1.R5i	024e_pooled.7_E10.1	cell_pooled_liquid	WT	PA14	430	∆lasR	PA14	1264	NA	QS	pleotropic	WT/lasR	WT	lasR	NA	PA14 WT / PA14 ∆lasR
4	E11	1	024e_pooled	R5i	7_E11	Alpaca	NA	04-E11	5	i	+	7_E11	1	024e_pooled.7_E11.1.R5i	024e_pooled.7_E11.1	cell_pooled_liquid	tn::rhlR	PA14	NR_37943	WT	PA14	430	NA	QS	pleotropic	rhlR/WT	rhlR	WT	NA	PA14 tn::rhlR / PA14 WT
4	E12	1	024e_pooled	R5i	7_E12	Alpaca	NA	04-E12	5	i	+	7_E12	1	024e_pooled.7_E12.1.R5i	024e_pooled.7_E12.1	cell_pooled_liquid	tn::qscR	PA14	NR_42798	WT	PA14	430	NA	QS	pleotropic	qscR/WT	qscR	WT	NA	PA14 tn::qscR / PA14 WT
4	F1	1	024e_pooled	R5i	7_F1	Alpaca	NA	04-F1	5	i	+	7_F1	1	024e_pooled.7_F1.1.R5i	024e_pooled.7_F1.1	cell_pooled_liquid	WT	PA14	430	tn::rhlR	PA14	NR_37943	NA	QS	pleotropic	WT/rhlR	WT	rhlR	NA	PA14 WT / PA14 tn::rhlR
4	F2	1	024e_pooled	R5i	7_F2	Alpaca	NA	04-F2	5	i	+	7_F2	1	024e_pooled.7_F2.1.R5i	024e_pooled.7_F2.1	cell_pooled_liquid	WT	PA14	430	tn::qscR	PA14	NR_42798	NA	QS	pleotropic	WT/qscR	WT	qscR	NA	PA14 WT / PA14 tn::qscR
4	F3	1	024e_pooled	R5i	7_F3	Alpaca	NA	04-F3	5	i	+	7_F3	1	024e_pooled.7_F3.1.R5i	024e_pooled.7_F3.1	cell_pooled_liquid	tn::pelA	PA14	NR_26187	WT	PA14	430	NA	EPS	pel	pelA/WT	pelA	WT	NA	PA14 tn::pelA / PA14 WT
4	F4	1	024e_pooled	R5i	7_F4	Alpaca	NA	04-F4	5	i	+	7_F4	1	024e_pooled.7_F4.1.R5i	024e_pooled.7_F4.1	cell_pooled_liquid	tn::PA14_61200	PA14	NR_37866	WT	PA14	430	NA	EPS	pel	cdrA/WT	cdrA	WT	NA	PA14 tn::PA14_61200 / PA14 WT
4	F5	1	024e_pooled	R5i	7_F5	Alpaca	NA	04-F5	5	i	+	7_F5	1	024e_pooled.7_F5.1.R5i	024e_pooled.7_F5.1	cell_pooled_liquid	∆pel	PAO1 Parsek	1257	WT	PAO1 Parsek	1256	NA	EPS	pel	pel/WT	pel	WT	NA	PAO1 Parsek ∆pel / PAO1 Parsek WT
4	F6	1	024e_pooled	R5i	7_F6	Alpaca	NA	04-F6	5	i	+	7_F6	1	024e_pooled.7_F6.1.R5i	024e_pooled.7_F6.1	cell_pooled_liquid	∆psl	PAO1 Parsek	1258	WT	PAO1 Parsek	1256	NA	EPS	psl	psl/WT	psl	WT	NA	PAO1 Parsek ∆psl / PAO1 Parsek WT
4	F7	1	024e_pooled	R5i	7_F7	Alpaca	NA	04-F7	5	i	+	7_F7	1	024e_pooled.7_F7.1.R5i	024e_pooled.7_F7.1	cell_pooled_liquid	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	NA	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
4	F8	1	024e_pooled	R5i	7_F8	Alpaca	NA	04-F8	5	i	+	7_F8	1	024e_pooled.7_F8.1.R5i	024e_pooled.7_F8.1	cell_pooled_liquid	tn::PA14_49880	PA14	NR_52922	WT	PA14	430	NA	c-di-GMP	???	yfiR/WT	yfiR	WT	NA	PA14 tn::PA14_49880 / PA14 WT
4	F9	1	024e_pooled	R5i	7_F9	Alpaca	NA	04-F9	5	i	+	7_F9	1	024e_pooled.7_F9.1.R5i	024e_pooled.7_F9.1	cell_pooled_liquid	tn::PA14_16480	PA14	NR_29257	WT	PA14	430	NA	c-di-GMP	???	wspF/WT	wspF	WT	NA	PA14 tn::PA14_16480 / PA14 WT
4	F10	1	024e_pooled	R5i	7_F10	Alpaca	NA	04-F10	5	i	+	7_F10	1	024e_pooled.7_F10.1.R5i	024e_pooled.7_F10.1	cell_pooled_liquid	tn::PA14_08450	PA14	NR_23967	WT	PA14	430	NA	c-di-GMP	???	wspA/WT	wspA	WT	NA	PA14 tn::PA14_08450 / PA14 WT
4	F11	1	024e_pooled	R5i	7_F11	Alpaca	NA	04-F11	5	i	+	7_F11	1	024e_pooled.7_F11.1.R5i	024e_pooled.7_F11.1	cell_pooled_liquid	tn::PA14_16470	PA14	NR_25862	WT	PA14	430	NA	c-di-GMP	???	wspE/WT	wspE	WT	NA	PA14 tn::PA14_16470 / PA14 WT
4	F12	1	024e_pooled	R5i	7_F12	Alpaca	NA	04-F12	5	i	+	7_F12	1	024e_pooled.7_F12.1.R5i	024e_pooled.7_F12.1	cell_pooled_liquid	tn::PA14_52230	PA14	NR_35992	WT	PA14	430	NA	iron	ferric enterobactin receptor PirA/FepA	pirA	pirA	NA	NA	PA14 tn::PA14_52230 / PA14 WT
4	G1	1	024e_pooled	R5i	7_G1	Alpaca	NA	04-G1	5	i	+	7_G1	1	024e_pooled.7_G1.1.R5i	024e_pooled.7_G1.1	cell_pooled_liquid	tn::PA14_62350	PA14	NR_28557	WT	PA14	430	NA	iron	PhuR	phuR/WT	phuR	WT	NA	PA14 tn::PA14_62350 / PA14 WT
4	G2	1	024e_pooled	R5i	7_G2	Alpaca	NA	04-G2	5	i	+	7_G2	1	024e_pooled.7_G2.1.R5i	024e_pooled.7_G2.1	cell_pooled_liquid	tn::PA14_62350	PA14	NR_53271	WT	PA14	430	NA	iron	PhuR	phuR/WT	phuR	WT	NA	PA14 tn::PA14_62350 / PA14 WT
4	G3	1	024e_pooled	R5i	7_G3	Alpaca	NA	04-G3	5	i	+	7_G3	1	024e_pooled.7_G3.1.R5i	024e_pooled.7_G3.1	cell_pooled_liquid	tn::tonB	PA14	NR_32482	WT	PA14	430	NA	iron	TonB	tonB/WT	tonB	WT	NA	PA14 tn::tonB / PA14 WT
4	G4	1	024e_pooled	R5i	7_G4	Alpaca	NA	04-G4	5	i	+	7_G4	1	024e_pooled.7_G4.1.R5i	024e_pooled.7_G4.1	cell_pooled_liquid	tn::ampC	PA14	NR_46815	WT	PA14	430	NA	antibiotic resistance	NA	ampC/WT	ampC	WT	NA	PA14 tn::ampC / PA14 WT
4	G5	1	024e_pooled	R5i	7_G5	Alpaca	NA	04-G5	5	i	+	7_G5	1	024e_pooled.7_G5.1.R5i	024e_pooled.7_G5.1	cell_pooled_liquid	tn::cupB5	PA14	NR_53195	WT	PA14	430	NA	cup	cup fimbrae	cupB5/WT	cupB5	WT	NA	PA14 tn::cupB5 / PA14 WT
4	G6	1	024e_pooled	R5i	7_G6	Alpaca	NA	04-G6	5	i	+	7_G6	1	024e_pooled.7_G6.1.R5i	024e_pooled.7_G6.1	cell_pooled_liquid	WT	PAO1	220	∆fliC ∆pilA	PAO1	501	NA	fimbrae	cup fimbrae	WT/∆fliC ∆pilA	WT	∆fliC ∆pilA	NA	PAO1 WT / PAO1 ∆fliC ∆pilA
4	G7	1	024e_pooled	R5i	7_G7	Alpaca	NA	04-G7	5	i	+	7_G7	1	024e_pooled.7_G7.1.R5i	024e_pooled.7_G7.1	cell_pooled_liquid	WT	PAO1	220	∆fliC ∆pilA	PAO1	1112	NA	fimbrae	cup fimbrae	WT/∆fliC ∆pilA	WT	∆fliC ∆pilA	NA	PAO1 WT / PAO1 ∆fliC ∆pilA
4	G8	1	024e_pooled	R5i	7_G8	Alpaca	NA	04-G8	5	i	+	7_G8	1	024e_pooled.7_G8.1.R5i	024e_pooled.7_G8.1	cell_pooled_liquid	tn::mucB	PA14	NR_25615	WT	PA14	430	NA	regulator	NA	mucB/WT	mucB	WT	NA	PA14 tn::mucB / PA14 WT
4	G9	1	024e_pooled	R5i	7_G9	Alpaca	NA	04-G9	5	i	+	7_G9	1	024e_pooled.7_G9.1.R5i	024e_pooled.7_G9.1	cell_pooled_liquid	tn::mucD	PA14	NR_34714	WT	PA14	430	NA	regulator	NA	mucD/WT	mucD	WT	NA	PA14 tn::mucD / PA14 WT
4	G10	1	024e_pooled	R5i	7_G10	Alpaca	NA	04-G10	5	i	+	7_G10	1	024e_pooled.7_G10.1.R5i	024e_pooled.7_G10.1	cell_pooled_liquid	tn::PA14_41270	PA14	NR_28523	WT	PA14	430	NA	regulator	NA	parS/WT	parS	WT	NA	PA14 tn::PA14_41270 / PA14 WT
